Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Données de la sécurité alimentaire","Slovaquie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.44"
"Données de la sécurité alimentaire","Slovénie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","30468.8"
"Données de la sécurité alimentaire","Slovénie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","47558.3"
"Données de la sécurité alimentaire","Slovénie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.89"
"Données de la sécurité alimentaire","Slovénie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.71"
"Données de la sécurité alimentaire","Somalie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1452.3"
"Données de la sécurité alimentaire","Somalie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.95"
"Données de la sécurité alimentaire","Somalie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.48"
"Données de la sécurité alimentaire","Soudan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3734.3"
"Données de la sécurité alimentaire","Soudan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3299.9"
"Données de la sécurité alimentaire","Soudan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-2.24"
"Données de la sécurité alimentaire","Soudan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2"
"Données de la sécurité alimentaire","Soudan du Sud","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.21"
"Données de la sécurité alimentaire","Sri Lanka","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","6645.3"
"Données de la sécurité alimentaire","Sri Lanka","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","13172.1"
"Données de la sécurité alimentaire","Sri Lanka","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.9"
"Données de la sécurité alimentaire","Sri Lanka","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.79"
"Données de la sécurité alimentaire","Suède","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","47537.2"
"Données de la sécurité alimentaire","Suède","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","64778"
"Données de la sécurité alimentaire","Suède","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.39"
"Données de la sécurité alimentaire","Suède","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.9"
"Données de la sécurité alimentaire","Suisse","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","67987"
"Données de la sécurité alimentaire","Suisse","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","83019.8"
"Données de la sécurité alimentaire","Suisse","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.58"
"Données de la sécurité alimentaire","Suisse","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.16"
"Données de la sécurité alimentaire","Suriname","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","16002.7"
"Données de la sécurité alimentaire","Suriname","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","18741.7"
"Données de la sécurité alimentaire","Suriname","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.21"
"Données de la sécurité alimentaire","Suriname","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.4"
"Données de la sécurité alimentaire","Tadjikistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1367.8"
"Données de la sécurité alimentaire","Tadjikistan","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","4310.9"
"Données de la sécurité alimentaire","Tadjikistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.65"
"Données de la sécurité alimentaire","Tadjikistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.69"
"Données de la sécurité alimentaire","Tchad","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","1123.6"
"Données de la sécurité alimentaire","Tchad","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","1748.5"
"Données de la sécurité alimentaire","Tchad","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.13"
"Données de la sécurité alimentaire","Tchad","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.48"
"Données de la sécurité alimentaire","Tchéquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","29680.5"
"Données de la sécurité alimentaire","Tchéquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","48784"
"Données de la sécurité alimentaire","Tchéquie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.33"
"Données de la sécurité alimentaire","Tchéquie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.82"
"Données de la sécurité alimentaire","Thaïlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","11606.3"
"Données de la sécurité alimentaire","Thaïlande","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","20751.7"
"Données de la sécurité alimentaire","Thaïlande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.45"
"Données de la sécurité alimentaire","Thaïlande","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.38"
"Données de la sécurité alimentaire","Timor-Leste","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3208.6"
"Données de la sécurité alimentaire","Timor-Leste","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5454.2"
"Données de la sécurité alimentaire","Timor-Leste","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.44"
"Données de la sécurité alimentaire","Timor-Leste","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.27"
"Données de la sécurité alimentaire","Togo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2174.5"
"Données de la sécurité alimentaire","Togo","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","2769.2"
"Données de la sécurité alimentaire","Togo","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.29"
"Données de la sécurité alimentaire","Togo","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.71"
"Données de la sécurité alimentaire","Tonga","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","5303.4"
"Données de la sécurité alimentaire","Tonga","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.11"
"Données de la sécurité alimentaire","Trinité-et-Tobago","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","19608.6"
"Données de la sécurité alimentaire","Trinité-et-Tobago","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","27942.7"
"Données de la sécurité alimentaire","Trinité-et-Tobago","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.15"
"Données de la sécurité alimentaire","Trinité-et-Tobago","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.36"
"Données de la sécurité alimentaire","Tunisie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","8951.2"
"Données de la sécurité alimentaire","Tunisie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","12328.5"
"Données de la sécurité alimentaire","Tunisie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.32"
"Données de la sécurité alimentaire","Tunisie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.6"
"Données de la sécurité alimentaire","Turkménistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.01"
"Données de la sécurité alimentaire","Turkménistan","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.1"
"Données de la sécurité alimentaire","Turquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","15182.7"
"Données de la sécurité alimentaire","Turquie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","33061.1"
"Données de la sécurité alimentaire","Turquie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.8"
"Données de la sécurité alimentaire","Turquie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.04"
"Données de la sécurité alimentaire","Tuvalu","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3844.8"
"Données de la sécurité alimentaire","Tuvalu","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","5066.3"
"Données de la sécurité alimentaire","Tuvalu","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.18"
"Données de la sécurité alimentaire","Ukraine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","10444.2"
"Données de la sécurité alimentaire","Ukraine","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","14950.5"
"Données de la sécurité alimentaire","Ukraine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.41"
"Données de la sécurité alimentaire","Ukraine","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2"
"Données de la sécurité alimentaire","Uruguay","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","18725.9"
"Données de la sécurité alimentaire","Uruguay","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","30983.7"
"Données de la sécurité alimentaire","Uruguay","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.93"
"Données de la sécurité alimentaire","Uruguay","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","1.1"
"Données de la sécurité alimentaire","Vanuatu","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","3259.9"
"Données de la sécurité alimentaire","Vanuatu","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3074.1"
"Données de la sécurité alimentaire","Vanuatu","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","1.22"
"Données de la sécurité alimentaire","Vanuatu","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.95"
"Données de la sécurité alimentaire","Venezuela (République bolivarienne du)","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-0.76"
"Données de la sécurité alimentaire","Venezuela (République bolivarienne du)","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-1.26"
"Données de la sécurité alimentaire","Viet Nam","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4243.3"
"Données de la sécurité alimentaire","Viet Nam","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","13102.3"
"Données de la sécurité alimentaire","Viet Nam","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.41"
"Données de la sécurité alimentaire","Viet Nam","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.03"
"Données de la sécurité alimentaire","Yémen","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.15"
"Données de la sécurité alimentaire","Yémen","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-2.48"
"Données de la sécurité alimentaire","Zambie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","2249"
"Données de la sécurité alimentaire","Zambie","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3610.7"
"Données de la sécurité alimentaire","Zambie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","0.04"
"Données de la sécurité alimentaire","Zambie","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","0.1"
"Données de la sécurité alimentaire","Zimbabwe","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2000","Int$/cap","4260.6"
"Données de la sécurité alimentaire","Zimbabwe","Valeur","PIB par habitant, ($ PPA internationaux constants de 2017)","2022","Int$/cap","3420"
"Données de la sécurité alimentaire","Zimbabwe","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2000","","-1.32"
"Données de la sécurité alimentaire","Zimbabwe","Valeur","Stabilité politique et absence de violence/terrorisme (indice)","2022","","-0.88"
